image_ID,object_ID,size,pos_x,pos_y,roundness,brightness_sum_red,brightness_average_red,brightness_sum_green,brightness_average_green,brightness_sum_blue,brightness_average_blue,brightness_sum,brightness_average,min_feret,max_feret,feret_ratio,width_to_height_ratio
plant002_rgb_class_watershed,8,748,203.723,233.901,0.821,71924.0,96.15508021390374,101672.0,135.92513368983958,19436.0,25.983957219251337,64350.0,86.02941176470588,31.110,36.878,0.8435899424000666,1.03125
plant002_rgb_class_watershed,9,141,227.074,230.443,0.795,14998.0,106.36879432624113,19241.0,136.46099290780143,3516.0,24.93617021276596,12589.0,89.28368794326241,12.975,17.029,0.7619346109558014,1.0
plant002_rgb_class_watershed,10,2096,198.643,276.800,0.750,241583.0,115.25906488549619,357497.0,170.5615458015267,52422.0,25.010496183206108,217154.0,103.60400763358778,46.863,64.475,0.7268437973048972,0.85
plant002_rgb_class_watershed,11,591,247.050,259.830,0.783,63049.0,106.68189509306261,91398.0,154.6497461928934,27555.0,46.6243654822335,60671.0,102.65820642978004,25.858,33.838,0.7641611486966055,1.2307692307692308
plant005_rgb_class_watershed,1,2308,242.286,158.545,0.622,208488.0,90.33275563258232,347429.0,150.53249566724438,77096.0,33.403812824956674,210999.0,91.42071057192375,44.459,76.118,0.5840783768005727,0.6133333333333333
plant005_rgb_class_watershed,2,3108,314.665,167.407,0.671,289129.0,93.02734877734878,472745.0,152.10585585585585,78227.0,25.16956241956242,280033.0,90.10070785070785,57.086,91.679,0.6226754899411839,0.9315068493150684
plant005_rgb_class_watershed,3,3275,196.249,180.136,0.668,311022.0,94.96854961832061,499694.0,152.57832061068703,104843.0,32.013435114503814,305192.0,93.18839694656488,56.000,83.528,0.6704303487428115,0.717948717948718
plant005_rgb_class_watershed,4,3260,312.187,229.056,0.797,331564.0,101.70674846625766,522421.0,160.25184049079755,116990.0,35.88650306748466,323668.0,99.28466257668711,61.000,88.640,0.6881790674794529,1.4262295081967213
plant005_rgb_class_watershed,5,1701,241.442,233.897,0.598,179465.0,105.50558495002939,260418.0,153.09700176366843,69843.0,41.05996472663139,169906.0,99.88594944150499,46.338,69.871,0.6631864816768859,0.6956521739130435
plant005_rgb_class_watershed,6,2278,154.698,238.032,0.695,206633.0,90.70807726075505,340114.0,149.30377524143987,44863.0,19.69402985074627,197207.0,86.5702370500439,45.803,66.851,0.6851517130318963,1.391304347826087
plant005_rgb_class_watershed,7,1268,204.411,251.773,0.936,120774.0,95.24763406940063,191291.0,150.86041009463722,38100.0,30.047318611987382,116731.0,92.05914826498423,40.000,47.927,0.8346021395783549,0.9090909090909091
plant005_rgb_class_watershed,8,2698,308.468,303.796,0.528,266948.0,98.94292068198666,425440.0,157.68717568569312,61509.0,22.79799851742031,251282.0,93.13676797627872,47.376,100.568,0.47108397418888226,1.0684931506849316
plant005_rgb_class_watershed,9,2568,180.524,300.759,0.802,262409.0,102.18419003115265,413962.0,161.20015576323988,111961.0,43.59852024922118,262782.0,102.32943925233644,52.326,66.603,0.7856352354458337,1.0350877192982457
plant005_rgb_class_watershed,10,1213,238.903,306.616,0.969,119234.0,98.29678483099752,185449.0,152.8845836768343,34201.0,28.19538334707337,112962.0,93.12695795548227,40.659,52.953,0.7678362249572521,0.8653846153846154
plant005_rgb_class_watershed,11,1618,256.258,343.117,0.697,162186.0,100.23856613102596,265939.0,164.3627935723115,41706.0,25.776266996291717,156604.0,96.78862793572311,38.341,58.138,0.6594891414709405,0.9795918367346939
plant006_rgb_class_watershed,1,2551,222.307,223.300,0.509,237939.0,93.27283418267346,378567.0,148.39945119560957,56779.0,22.257546060368483,224440.0,87.9811838494708,46.000,98.250,0.4681948999205491,0.46938775510204084
plant006_rgb_class_watershed,2,4089,156.480,262.319,0.681,423902.0,103.66886769381267,661768.0,161.84103692834435,121011.0,29.594277329420397,402246.0,98.37270726338959,63.298,95.880,0.6601745511863134,1.373134328358209
plant006_rgb_class_watershed,3,2005,273.753,277.883,0.581,203159.0,101.32618453865337,316695.0,157.95261845386534,54131.0,26.99800498753117,191343.0,95.43291770573566,40.288,67.624,0.5957689862947197,1.28
plant006_rgb_class_watershed,4,915,223.920,299.137,0.551,94789.0,103.59453551912569,132253.0,144.53879781420764,33943.0,37.09617486338798,87009.0,95.09180327868853,29.128,51.894,0.5612954745988704,1.46875
plant006_rgb_class_watershed,5,1085,300.094,300.919,0.641,106614.0,98.26175115207373,170760.0,157.38248847926266,20649.0,19.031336405529952,99345.0,91.56221198156682,31.271,48.662,0.6426103312576107,1.3333333333333333
plant006_rgb_class_watershed,6,1088,174.664,304.896,0.707,106712.0,98.08088235294117,154732.0,142.21691176470588,44778.0,41.15625,102064.0,93.80882352941177,34.064,51.478,0.6617126292204804,1.2702702702702702
plant006_rgb_class_watershed,7,884,275.382,326.951,0.812,82979.0,93.86764705882354,123806.0,140.05203619909503,27660.0,31.289592760180994,78160.0,88.41628959276018,32.941,41.110,0.8012901645962326,0.8536585365853658
plant006_rgb_class_watershed,8,444,228.034,320.707,0.697,46905.0,105.64189189189189,63793.0,143.67792792792793,16180.0,36.44144144144144,42293.0,95.25450450450451,22.000,32.249,0.6821910402406466,1.4090909090909092
plant006_rgb_class_watershed,9,740,205.524,330.324,0.864,76917.0,103.94189189189188,119725.0,161.79189189189188,20782.0,28.083783783783783,72465.0,97.92567567567568,29.982,38.288,0.7830502426722435,1.1333333333333333
plant006_rgb_class_watershed,10,1371,156.377,337.600,0.576,133938.0,97.69365426695842,208890.0,152.36323851203502,25001.0,18.23559445660102,122617.0,89.43690736688548,34.284,56.824,0.6033330306188935,1.5142857142857142
plant006_rgb_class_watershed,11,1782,246.759,352.950,0.795,185376.0,104.02693602693603,280247.0,157.26543209876544,37289.0,20.92536475869809,167646.0,94.07744107744108,44.203,55.109,0.8021051829301827,0.8333333333333334
plant006_rgb_class_watershed,12,1806,203.845,368.266,0.774,175898.0,97.39645625692137,276993.0,153.37375415282392,54112.0,29.96234772978959,168998.0,93.57585825027685,44.434,58.822,0.7553958374642937,0.8823529411764706
plant007_rgb_class_watershed,1,2275,155.182,175.636,0.808,259183.0,113.92659340659341,380335.0,167.18021978021977,44410.0,19.520879120879123,227966.0,100.20483516483516,51.215,68.411,0.7486399837810112,0.896551724137931
plant007_rgb_class_watershed,2,2287,223.309,184.992,0.812,258628.0,113.08613904678619,383624.0,167.74114560559684,65937.0,28.831219938784432,236044.0,103.21119370354175,52.847,69.871,0.7563510080412528,0.8115942028985508
plant007_rgb_class_watershed,3,1485,257.886,206.903,0.767,155624.0,104.7973063973064,236605.0,159.33063973063972,34653.0,23.335353535353537,142287.0,95.81616161616162,38.122,53.151,0.7172441578826845,0.9787234042553191
plant007_rgb_class_watershed,4,242,68.211,200.880,0.724,30372.0,125.50413223140495,34173.0,141.21074380165288,4728.0,19.537190082644628,23096.0,95.43801652892562,16.320,22.023,0.7410641869470135,1.1764705882352942
plant007_rgb_class_watershed,5,1959,140.423,235.175,0.436,218879.0,111.72996426748341,329447.0,168.17100561510975,51956.0,26.521694742215416,200116.0,102.15211842776927,34.839,79.076,0.44057766371428214,2.2
plant007_rgb_class_watershed,6,1117,204.784,246.388,0.663,114511.0,102.51656222023277,162816.0,145.76186213070724,28063.0,25.12354521038496,101807.0,91.14324082363474,36.423,50.478,0.7215679689564496,1.0
plant007_rgb_class_watershed,7,161,227.500,239.823,0.905,16589.0,103.03726708074534,21654.0,134.49689440993788,3896.0,24.204968944099377,14047.0,87.24844720496894,14.606,17.088,0.854770245340209,0.9375
plant007_rgb_class_watershed,8,2265,195.606,290.268,0.903,251887.0,111.20883002207505,372906.0,164.6384105960265,49752.0,21.965562913907284,224858.0,99.27505518763797,53.033,61.098,0.8679950941827463,1.0
plant007_rgb_class_watershed,9,569,248.180,269.983,0.833,62660.0,110.12302284710017,88325.0,155.22847100175747,25627.0,45.03866432337434,58876.0,103.47275922671353,25.456,32.280,0.7885943178089823,1.1923076923076923
plant008_rgb_class_watershed,1,2322,303.119,162.991,0.724,250238.0,107.76830318690784,372682.0,160.50043066322135,61701.0,26.572351421188632,228213.0,98.28294573643412,48.576,71.784,0.6766868954865534,0.7101449275362319
plant008_rgb_class_watershed,2,1615,257.184,165.507,0.824,164130.0,101.62848297213623,245607.0,152.07863777089784,68829.0,42.61857585139319,159519.0,98.7733746130031,42.000,53.000,0.7924528301886793,0.875
plant008_rgb_class_watershed,3,1488,202.082,202.202,0.796,166190.0,111.68682795698925,244815.0,164.52620967741936,37037.0,24.890456989247312,149354.0,100.37231182795699,41.000,50.695,0.8087555892312834,1.170731707317073
plant008_rgb_class_watershed,4,884,261.083,205.757,0.673,98954.0,111.93891402714932,146120.0,165.2941176470588,34609.0,39.15045248868778,93226.0,105.45927601809954,28.977,45.486,0.6370421501848414,0.7894736842105263
plant008_rgb_class_watershed,5,1787,359.459,219.690,0.575,195941.0,109.64801343033017,287825.0,161.06603245663123,69802.0,39.06099608282037,184529.0,103.26189143816453,36.670,62.169,0.5898364413764994,1.605263157894737
plant008_rgb_class_watershed,6,1580,225.037,234.900,0.662,169037.0,106.98544303797469,253606.0,160.51012658227847,45418.0,28.745569620253164,156021.0,98.74746835443038,38.002,57.871,0.6566671510922711,1.3902439024390243
plant008_rgb_class_watershed,7,854,274.215,240.746,0.804,95856.0,112.24355971896955,127191.0,148.93559718969556,37594.0,44.021077283372364,86897.0,101.75292740046838,35.338,40.853,0.8650072224276101,0.9
plant008_rgb_class_watershed,8,1059,317.467,244.436,0.529,110853.0,104.6770538243626,162685.0,153.62134088762983,33524.0,31.656279508970727,102360.0,96.65722379603399,29.000,51.865,0.5591416682777818,1.7241379310344827
plant008_rgb_class_watershed,9,223,259.164,263.675,0.784,24999.0,112.10313901345292,33544.0,150.42152466367713,10398.0,46.62780269058296,22981.0,103.05381165919283,15.655,20.881,0.7497387397687151,0.85
plant008_rgb_class_watershed,10,1759,317.147,275.244,0.618,191350.0,108.7833996588971,275257.0,156.4849346219443,46272.0,26.3058555997726,170938.0,97.17907902217169,38.000,65.924,0.5764195945755006,1.631578947368421
plant008_rgb_class_watershed,11,1506,250.311,299.965,0.933,164870.0,109.47543160690572,242106.0,160.76095617529882,72981.0,48.4601593625498,159977.0,106.22642762284197,42.934,46.648,0.9203900476440693,0.9555555555555556
plant010_rgb_class_watershed,1,2269,240.116,171.901,0.650,205214.0,90.44248567650948,334956.0,147.62274129572498,66819.0,29.448655795504628,202324.0,89.16879682679594,45.272,70.605,0.6412078239347999,0.7205882352941176
plant010_rgb_class_watershed,2,3453,189.800,193.276,0.563,324764.0,94.05270779032725,516022.0,149.4416449464234,93845.0,27.177816391543587,311540.0,90.22299449753837,51.727,98.082,0.5273834918827878,0.8536585365853658
plant010_rgb_class_watershed,3,3300,316.993,189.062,0.749,298132.0,90.3430303030303,489441.0,148.31545454545454,66048.0,20.014545454545456,284563.0,86.23121212121212,60.638,87.784,0.6907642965027802,1.0597014925373134
plant010_rgb_class_watershed,4,940,255.274,225.135,0.766,98106.0,104.36808510638298,149661.0,159.21382978723403,33937.0,36.103191489361706,93898.0,99.89148936170213,32.854,47.297,0.6946295926518882,1.3529411764705883
plant010_rgb_class_watershed,5,3677,322.984,249.663,0.691,364576.0,99.15039434321457,577676.0,157.10524884416645,124465.0,33.84960565678542,355574.0,96.70220288278487,64.000,92.914,0.6888094608091031,1.4375
plant010_rgb_class_watershed,6,2481,154.323,243.967,0.654,231321.0,93.23700120918984,374587.0,150.98226521563885,43420.0,17.501007658202337,216448.0,87.242241031842,47.512,76.531,0.6208138230209497,1.5510204081632653
plant010_rgb_class_watershed,7,896,237.184,250.666,0.743,98965.0,110.45200892857143,135841.0,151.60825892857142,38705.0,43.197544642857146,91183.0,101.76674107142857,35.676,43.829,0.8139814363965099,1.105263157894737
plant010_rgb_class_watershed,8,117,266.774,250.876,0.733,11290.0,96.4957264957265,14818.0,126.64957264957265,4633.0,39.598290598290596,10243.0,87.54700854700855,10.000,15.264,0.6551217820804184,1.3
plant010_rgb_class_watershed,9,4039,183.551,299.877,0.606,421730.0,104.41445902451102,663573.0,164.29140876454568,152789.0,37.82842287694974,412679.0,102.17355781133944,57.697,98.005,0.5887120162611319,0.8433734939759037
plant010_rgb_class_watershed,10,787,248.976,276.604,0.773,84834.0,107.79415501905972,125687.0,159.70393900889454,30380.0,38.60228716645489,80310.0,102.04574332909785,31.429,45.541,0.6901123813886119,1.34375
plant010_rgb_class_watershed,11,2853,316.418,316.198,0.580,284574.0,99.74553101997897,448536.0,157.2155625657203,65913.0,23.10304942166141,266352.0,93.35856992639327,49.497,95.131,0.5203059023730164,1.1492537313432836
plant010_rgb_class_watershed,12,1184,240.748,321.041,0.913,116886.0,98.72212837837837,177916.0,150.2668918918919,33975.0,28.69510135135135,109596.0,92.5641891891892,40.644,49.649,0.8186275853296722,1.0
plant010_rgb_class_watershed,13,1911,254.888,360.025,0.688,193151.0,101.07326007326007,307690.0,161.00994243851386,49115.0,25.701203558346414,183327.0,95.93249607535321,42.049,63.781,0.6592763332247243,0.9615384615384616
plant011_rgb_class_watershed,1,2638,223.979,217.237,0.556,232312.0,88.0636846095527,387559.0,146.91432903714934,63282.0,23.988627748294164,227728.0,86.32600454890068,46.000,89.140,0.5160402195374082,0.5168539325842697
plant011_rgb_class_watershed,2,4377,154.106,260.153,0.678,409790.0,93.6234864062143,670467.0,153.17957505140507,118852.0,27.153758281928262,399720.0,91.32282385195339,64.899,96.768,0.6706695816260181,1.4153846153846155
plant011_rgb_class_watershed,3,2635,269.504,271.552,0.831,233872.0,88.75635673624288,383041.0,145.36660341555978,67533.0,25.6292220113852,228147.0,86.58330170777988,57.532,66.483,0.8653565586444786,1.103448275862069
plant011_rgb_class_watershed,4,601,216.824,283.733,0.611,55489.0,92.32778702163061,86724.0,144.29950083194674,24680.0,41.064891846921796,55626.0,92.55574043261231,24.062,39.850,0.6038071826364192,1.3571428571428572
plant011_rgb_class_watershed,5,1473,303.564,302.367,0.688,138350.0,93.92396469789546,229326.0,155.68635437881875,27047.0,18.36184657162254,131575.0,89.3245078071962,38.807,53.935,0.719505099515969,1.2325581395348837
plant011_rgb_class_watershed,6,864,230.181,306.184,0.783,82600.0,95.60185185185185,120462.0,139.4247685185185,29275.0,33.883101851851855,77456.0,89.64814814814815,31.642,39.446,0.8021520161585939,1.0277777777777777
plant011_rgb_class_watershed,7,2676,166.456,322.899,0.594,254096.0,94.95403587443946,400220.0,149.55904334828102,81061.0,30.29185351270553,245123.0,91.60052316890882,53.504,81.933,0.6530254043223801,1.368421052631579
plant011_rgb_class_watershed,8,2232,256.577,334.482,0.622,218761.0,98.01120071684588,338278.0,151.55824372759858,61673.0,27.63127240143369,206203.0,92.38485663082437,45.459,69.642,0.6527585792712245,1.2941176470588236
plant011_rgb_class_watershed,9,389,212.659,329.531,0.504,38169.0,98.12082262210797,52177.0,134.13110539845758,15216.0,39.11825192802056,35189.0,90.46015424164524,17.340,32.894,0.5271481800947849,0.5806451612903226
plant011_rgb_class_watershed,10,1794,203.739,370.190,0.848,165330.0,92.1571906354515,271549.0,151.36510590858416,57091.0,31.82329988851728,164649.0,91.77759197324414,45.361,55.073,0.8236489166391199,0.92
plant012_rgb_class_watershed,1,2557,149.961,173.464,0.807,270322.0,105.718420023465,419652.0,164.1188893234259,56116.0,21.946030504497458,248708.0,97.26554556120453,53.640,71.701,0.748107466710967,0.9166666666666666
plant012_rgb_class_watershed,2,1887,218.371,180.158,0.678,193954.0,102.7843137254902,307454.0,162.93269740328563,43527.0,23.06677265500795,181672.0,96.2755696873344,41.923,66.611,0.6293743936999289,0.6363636363636364
plant012_rgb_class_watershed,3,2047,265.247,202.048,0.819,214673.0,104.87200781631655,332745.0,162.552515876893,69757.0,34.07767464582316,205740.0,100.50806057645335,47.857,62.626,0.7641795094161207,1.04
plant012_rgb_class_watershed,4,447,66.346,197.265,0.711,53404.0,119.47203579418344,60747.0,135.90156599552571,7928.0,17.738255033557046,40703.0,91.05816554809843,22.284,32.650,0.6825081426925572,0.9629629629629629
plant012_rgb_class_watershed,5,1405,162.252,223.381,0.942,127324.0,90.62206405693951,198154.0,141.03487544483986,26318.0,18.73167259786477,117291.0,83.48113879003559,43.000,53.038,0.8107437128554186,1.0
plant012_rgb_class_watershed,6,160,78.431,214.662,0.760,17178.0,107.3625,20485.0,128.03125,2571.0,16.06875,13413.0,83.83125,13.034,18.028,0.7230021617382927,1.0666666666666667
plant012_rgb_class_watershed,7,1445,208.685,241.983,0.731,135671.0,93.88996539792387,207540.0,143.62629757785467,37858.0,26.199307958477508,127020.0,87.90311418685121,40.228,54.083,0.7438092710476176,0.9615384615384616
plant012_rgb_class_watershed,8,1319,123.822,236.451,0.688,144362.0,109.44806671721001,222460.0,168.65883244882485,48849.0,37.034874905231234,138536.0,105.03108415466262,34.000,52.555,0.6469445817205084,1.4705882352941178
plant012_rgb_class_watershed,9,596,195.352,266.510,0.476,64630.0,108.43959731543625,99534.0,167.00335570469798,16632.0,27.906040268456376,60267.0,101.11912751677852,22.809,41.785,0.5458607122463596,1.7826086956521738
plant012_rgb_class_watershed,10,596,247.941,267.817,0.832,62747.0,105.28020134228188,91058.0,152.78187919463087,29144.0,48.899328859060404,60972.0,102.30201342281879,26.163,32.985,0.7931809562841035,1.1851851851851851
plant012_rgb_class_watershed,11,1500,204.556,295.657,0.802,163094.0,108.72933333333333,243478.0,162.31866666666667,59018.0,39.345333333333336,155198.0,103.46533333333333,40.673,52.631,0.7727944324465266,1.0465116279069768
plant013_rgb_class_watershed,1,2520,297.836,157.063,0.697,246829.0,97.94801587301588,391126.0,155.20873015873016,68477.0,27.173412698412697,235467.0,93.43928571428572,48.931,77.279,0.6331737552220567,0.6447368421052632
plant013_rgb_class_watershed,2,2422,256.613,177.572,0.449,224179.0,92.55945499587118,361170.0,149.12056151940544,89557.0,36.97646573080099,224970.0,92.8860445912469,38.570,85.440,0.4514293769101659,0.46987951807228917
plant013_rgb_class_watershed,3,1539,203.425,204.056,0.787,154742.0,100.5471085120208,244853.0,159.09876543209876,43032.0,27.96101364522417,147530.0,95.86094866796621,40.246,52.000,0.7739534557647005,1.1951219512195121
plant013_rgb_class_watershed,4,1864,362.269,216.777,0.570,186487.0,100.0466738197425,288735.0,154.90075107296138,83293.0,44.68508583690987,186161.0,99.87178111587983,38.326,65.307,0.5868588641865408,1.641025641025641
plant013_rgb_class_watershed,5,1540,225.246,236.925,0.643,145194.0,94.28181818181818,230254.0,149.5155844155844,46902.0,30.455844155844154,140775.0,91.41233766233766,38.239,57.559,0.6643554617428576,1.425
plant013_rgb_class_watershed,6,345,284.801,230.242,0.618,32776.0,95.00289855072464,47773.0,138.47246376811594,15919.0,46.142028985507245,32159.0,93.21449275362319,19.553,30.083,0.6499569833628966,0.7857142857142857
plant013_rgb_class_watershed,7,870,316.129,236.420,0.543,76730.0,88.19540229885058,125164.0,143.867816091954,23538.0,27.055172413793102,75141.0,86.36896551724138,25.714,47.297,0.5436745777578614,1.6428571428571428
plant013_rgb_class_watershed,8,356,267.927,236.323,0.960,36040.0,101.23595505617978,49211.0,138.23314606741573,17045.0,47.87921348314607,34100.0,95.78651685393258,21.000,26.401,0.7954317200324987,1.1904761904761905
plant013_rgb_class_watershed,9,579,265.994,258.241,0.625,54533.0,94.18480138169258,83000.0,143.35060449050087,21980.0,37.962003454231436,53165.0,91.82210708117444,24.764,38.419,0.6445927240035444,1.0333333333333334
plant013_rgb_class_watershed,10,2134,324.760,277.517,0.550,212278.0,99.47422680412372,325409.0,152.48781630740393,53703.0,25.165417057169634,197144.0,92.38238050609185,41.004,81.988,0.5001209304776718,1.553191489361702
plant013_rgb_class_watershed,11,1647,250.270,304.403,0.892,163152.0,99.06010928961749,255996.0,155.43169398907105,80163.0,48.67213114754098,166457.0,101.06678809957498,43.893,53.367,0.8224785096865662,0.8653846153846154
plant015_rgb_class_watershed,1,2390,238.241,164.977,0.626,205955.0,86.17364016736401,352260.0,147.38912133891213,77299.0,32.34267782426778,211831.0,88.63221757322175,45.979,70.774,0.649659112864669,0.7352941176470589
plant015_rgb_class_watershed,2,3555,315.876,175.108,0.757,305534.0,85.94486638537272,527264.0,148.31617440225034,80809.0,22.731082981715893,304542.0,85.66582278481013,61.994,90.427,0.6855740635449131,0.881578947368421
plant015_rgb_class_watershed,3,3071,191.241,195.270,0.669,260713.0,84.89514816020841,427775.0,139.29501790947575,80616.0,26.250732660371213,256381.0,83.48453272549658,52.418,84.646,0.6192613900122176,0.8472222222222222
plant015_rgb_class_watershed,4,1214,256.027,215.874,0.805,107407.0,88.47364085667216,178468.0,147.00823723228996,40619.0,33.45963756177924,108831.0,89.64662273476112,38.342,50.289,0.7624325585228916,1.2
plant015_rgb_class_watershed,5,3247,323.624,230.831,0.577,291308.0,89.71604558053588,489002.0,150.60117031105636,89782.0,27.65075454265476,290022.0,89.31998768093625,53.045,102.108,0.5195036880050217,1.736842105263158
plant015_rgb_class_watershed,6,2771,149.050,240.387,0.705,246338.0,88.8985925658607,417064.0,150.51028509563335,58109.0,20.97040779501985,240521.0,86.79935041501263,50.309,76.531,0.6573615895482945,1.4615384615384615
plant015_rgb_class_watershed,7,1068,239.060,247.669,0.789,108594.0,101.67977528089888,158182.0,148.11048689138576,52348.0,49.01498127340824,106372.0,99.59925093632958,33.101,48.466,0.6829684784856199,1.2857142857142858
plant015_rgb_class_watershed,8,1787,198.206,272.896,0.812,161144.0,90.17571348628987,268631.0,150.32512590934527,48453.0,27.114157806379406,159412.0,89.2064913262451,43.263,56.648,0.7637125841492243,1.127659574468085
plant015_rgb_class_watershed,9,1030,249.041,280.330,0.850,100263.0,97.34271844660194,159321.0,154.68058252427184,41444.0,40.2368932038835,100344.0,97.42135922330097,35.667,46.487,0.7672544563605428,1.1891891891891893
plant015_rgb_class_watershed,10,3044,319.826,320.141,0.580,296217.0,97.31176084099869,481159.0,158.0680026281209,95161.0,31.261826544021027,290827.0,95.54106438896189,51.619,100.125,0.5155439226289075,1.1111111111111112
plant015_rgb_class_watershed,11,2441,176.949,313.235,0.815,237155.0,97.15485456780009,378261.0,154.96149119213436,105888.0,43.37894305612454,240441.0,98.50102417042196,53.217,65.307,0.814876610015885,1.0714285714285714
plant015_rgb_class_watershed,12,1021,238.943,318.540,0.787,93099.0,91.18413320274242,148453.0,145.3996082272282,35318.0,34.59157688540646,92292.0,90.39373163565132,33.636,42.059,0.7997195449390746,1.1081081081081081
plant015_rgb_class_watershed,13,2466,259.614,357.873,0.677,235343.0,95.43511759935117,390140.0,158.20762368207625,58631.0,23.775750202757504,228046.0,92.47607461476075,46.614,73.246,0.63640033855396,0.9230769230769231
plant016_rgb_class_watershed,1,2986,233.974,209.568,0.561,292224.0,97.86470194239786,456540.0,152.8938379102478,103019.0,34.50066979236437,283944.0,95.09176155391829,50.765,93.193,0.5447299354718428,0.5483870967741935
plant016_rgb_class_watershed,2,2416,303.524,243.368,0.745,257201.0,106.45736754966887,400670.0,165.84023178807948,90095.0,37.290976821192054,249366.0,103.21440397350993,49.638,69.462,0.714609440703487,1.105263157894737
plant016_rgb_class_watershed,3,1554,178.241,251.663,0.575,145618.0,93.7052767052767,235336.0,151.43886743886745,53916.0,34.69498069498069,144933.0,93.26447876447877,35.355,62.008,0.5701732449517232,1.1041666666666667
plant016_rgb_class_watershed,4,3416,129.399,261.888,0.597,370601.0,108.48975409836065,569369.0,166.67710772833723,124280.0,36.38202576112412,354771.0,103.85567915690866,53.474,91.548,0.5841088009402359,1.4576271186440677
plant016_rgb_class_watershed,5,1280,277.219,279.480,0.738,122358.0,95.5921875,191228.0,149.396875,39127.0,30.56796875,117567.0,91.84921875,39.623,57.245,0.6921579641787577,1.3170731707317074
plant016_rgb_class_watershed,6,913,220.378,277.281,0.751,91692.0,100.42935377875136,138131.0,151.29353778751369,37181.0,40.72398685651698,89001.0,97.48192771084338,30.922,42.720,0.7238183886093121,1.28125
